Source data:
n_boxes: 6, m: 5, d: 4, nExp: 10000
# 5575, Balls: Green, Blue, Red, Green
# 5576, Balls: Red, Red, Black, White
# 5577, Balls: Green, Blue, Blue, Green
# 5578, Balls: Black, Blue, Blue, Green
# 5579, Balls: Black, Green, Red, Blue
# 5580, Balls: Blue, White, Blue, White
# 5581, Balls: Blue, White, Black, Black
# 5582, Balls: Black, Black, White, Black
# 5583, Balls: Red, White, Green, Blue
# 5584, Balls: Green, Black, White, Blue
# 5585, Balls: Blue, Green, Black, Black
# 5586, Balls: White, Blue, White, Blue
# 5587, Balls: Blue, Red, Blue, Red
# 5588, Balls: Blue, Green, Green, Green
# 5589, Balls: White, Blue, Green, Black
# 5590, Balls: Green, Green, Green, Blue
# 5591, Balls: Black, White, Green, Blue
# 5592, Balls: White, Blue, White, White
# 5593, Balls: Blue, Green, Blue, Red
# 5594, Balls: Black, White, Red, Red
# 5595, Balls: White, Red, White, Green
# 5596, Balls: Green, Black, Blue, Black
# 5597, Balls: Black, Blue, Green, Black
# 5598, Balls: Blue, Green, Blue, Blue
# 5599, Balls: Blue, Blue, Black, Red
# 5600, Balls: Red, Green, Red, Green
# 5601, Balls: White, Green, Green, White
# 5602, Balls: Blue, Green, Black, Black
# 5603, Balls: Blue, Black, Green, Black
# 5604, Balls: Green, Black, Red, White
# 5605, Balls: Red, Blue, Black, Blue
# 5606, Balls: Black, Green, Blue, Green
# 5607, Balls: Blue, Blue, Black, White
# 5608, Balls: Blue, Blue, Black, Green
# 5609, Balls: White, Red, Black, Blue
# 5610, Balls: Blue, Blue, Blue, Blue
# 5611, Balls: Black, Green, Blue, Red
# 5612, Balls: Blue, Blue, Red, Green
# 5613, Balls: Blue, Blue, White, Blue
# 5614, Balls: Blue, Blue, Black, Green
# 5615, Balls: Black, Red, Red, Green
# 5616, Balls: Blue, Black, White, White
# 5617, Balls: Green, Blue, Red, Blue
# 5618, Balls: Green, Green, Black, Green
# 5619, Balls: Blue, Blue, Black, Black
# 5620, Balls: Blue, Black, Black, Green
# 5621, Balls: Black, Blue, Blue, Black
# 5622, Balls: Black, Red, Red, White
# 5623, Balls: Blue, Blue, Green, Black
# 5624, Balls: Black, White, White, White
# 5625, Balls: White, Blue, Black, Blue
# 5626, Balls: Black, Blue, Green, Black
# 5627, Balls: White, Black, Green, Blue
# 5628, Balls: White, White, White, Red
# 5629, Balls: Green, Blue, White, Red
# 5630, Balls: Green, Green, Red, Blue
# 5631, Balls: White, White, Blue, White
# 5632, Balls: Green, Blue, Blue, Blue
# 5633, Balls: Green, Black, Blue, Green
# 5634, Balls: White, Black, Green, Green
# 5635, Balls: Red, Red, Blue, Green
# 5636, Balls: Black, Black, White, Green
# 5637, Balls: White, Green, Black, Blue
# 5638, Balls: Green, Blue, White, Blue
# 5639, Balls: Black, White, Green, Black
# 5640, Balls: Blue, White, White, Blue
# 5641, Balls: Black, Red, Green, White
# 5642, Balls: Blue, Green, Black, White
# 5643, Balls: Green, White, Black, Green
# 5644, Balls: Green, Black, White, Green
# 5645, Balls: White, Green, Blue, Black
# 5646, Balls: White, Blue, White, White
# 5647, Balls: Red, Red, White, Red
# 5648, Balls: Green, Green, Black, Black
# 5649, Balls: Black, White, White, Green
# 5650, Balls: Green, Blue, Green, Black
# 5651, Balls: Black, Blue, Blue, Green
# 5652, Balls: White, White, Black, Blue
# 5653, Balls: Black, Red, Red, Red
# 5654, Balls: Black, Red, White, Red
# 5655, Balls: Blue, White, Green, Black
# 5656, Balls: Blue, Blue, Green, Blue
# 5657, Balls: Blue, Blue, White, Green
# 5658, Balls: Red, Blue, Black, Blue
# 5659, Balls: Red, Red, Red, Red
# 5660, Balls: White, Red, White, Black
# 5661, Balls: Black, Blue, White, Black
# 5662, Balls: Green, Black, Green, Black
# 5663, Balls: Blue, Green, Black, White
# 5664, Balls: Black, Red, White, Black
# 5665, Balls: Blue, Black, Blue, Red
# 5666, Balls: Green, White, Blue, Green
# 5667, Balls: Blue, White, Blue, Blue
# 5668, Balls: Blue, Blue, Green, Blue
# 5669, Balls: Black, Blue, White, Black
# 5670, Balls: White, White, Red, White
# 5671, Balls: Red, Blue, Black, Blue
# 5672, Balls: Green, Red, Green, Black
# 5673, Balls: Blue, Green, Black, White
# 5674, Balls: White, Red, Black, Blue
# 5675, Balls: Blue, Blue, White, Blue
# 5676, Balls: Blue, Black, White, Black
# 5677, Balls: Red, Black, Black, Blue
# 5678, Balls: Black, Black, Green, Red
# 5679, Balls: Blue, Black, Blue, Red
# 5680, Balls: Blue, Blue, Blue, Black
# 5681, Balls: Blue, White, Blue, Red
# 5682, Balls: Blue, Blue, White, White
# 5683, Balls: Blue, Red, Blue, Blue
# 5684, Balls: Black, Green, Green, White
# 5685, Balls: Black, Blue, Red, Green
# 5686, Balls: Blue, Black, Green, Green
# 5687, Balls: Blue, Red, Blue, Green
# 5688, Balls: Black, Green, Black, White
# 5689, Balls: Green, Red, Black, Black
# 5690, Balls: Green, Red, White, Red
# 5691, Balls: Green, Blue, Blue, Green
# 5692, Balls: Blue, Blue, White, Blue
# 5693, Balls: White, Red, White, Black
# 5694, Balls: White, Blue, Black, Blue
# 5695, Balls: Blue, Red, Green, Black
# 5696, Balls: Black, Green, Red, Green
# 5697, Balls: Black, Black, Blue, White
# 5698, Balls: Green, Blue, Black, White
# 5699, Balls: Red, Green, Green, Red
# 5700, Balls: White, Black, White, Black
# 5701, Balls: Blue, Red, Black, Blue
# 5702, Balls: Black, White, Black, Black
# 5703, Balls: Green, Green, White, Black
# 5704, Balls: Black, Blue, Black, Black
# 5705, Balls: Blue, Green, Black, Black
# 5706, Balls: Black, Black, White, Blue
# 5707, Balls: White, Black, Green, Blue
# 5708, Balls: Red, Blue, Green, White
# 5709, Balls: Black, Green, White, Black
# 5710, Balls: Blue, Green, Red, Black
# 5711, Balls: Black, Red, Black, White
# 5712, Balls: Blue, Black, White, Blue
# 5713, Balls: Black, Red, Blue, Black
# 5714, Balls: Green, Red, Red, White
# 5715, Balls: Blue, White, Blue, White
# 5716, Balls: Black, Green, Green, Black
# 5717, Balls: Green, Green, Green, Red
# 5718, Balls: Blue, Black, Black, Blue
# 5719, Balls: Blue, Blue, Black, Blue
# 5720, Balls: Green, Black, Black, Green
# 5721, Balls: White, Green, Black, Blue
# 5722, Balls: Green, Green, Black, Blue
# 5723, Balls: White, Blue, Green, White
# 5724, Balls: Blue, White, Green, White
# 5725, Balls: Black, Blue, Blue, Blue
# 5726, Balls: White, White, White, Blue
# 5727, Balls: Green, Green, Blue, Blue
# 5728, Balls: Green, Blue, Blue, Black
# 5729, Balls: Black, White, Blue, Green
# 5730, Balls: Blue, Red, Blue, White
# 5731, Balls: Blue, Green, Blue, Green
# 5732, Balls: Black, Black, Black, White
# 5733, Balls: Black, Blue, Green, White
# 5734, Balls: Black, Blue, Blue, Red
# 5735, Balls: Green, White, Black, Blue
# 5736, Balls: White, White, Blue, White
# 5737, Balls: Black, Black, Red, White
# 5738, Balls: White, Green, Black, Black
# 5739, Balls: Blue, Black, Green, Green
# 5740, Balls: Black, Green, Blue, Black
# 5741, Balls: Blue, Green, Black, White
# 5742, Balls: Blue, Black, Black, Blue
# 5743, Balls: Black, Black, Blue, Black
# 5744, Balls: Green, Red, Green, White
# 5745, Balls: Red, Blue, Black, Blue
# 5746, Balls: Black, Blue, Blue, Black
# 5747, Balls: Green, Blue, Green, Blue
# 5748, Balls: Blue, Blue, Black, Blue
# 5749, Balls: Red, Blue, Black, Green
# 5750, Balls: Green, Green, Black, Green
# 5751, Balls: Black, Blue, Blue, Blue
# 5752, Balls: Green, Blue, Blue, Green
# 5753, Balls: Green, Black, Red, White
# 5754, Balls: Blue, Black, Black, Blue
# 5755, Balls: Green, White, Green, Black
# 5756, Balls: White, Green, White, Black
# 5757, Balls: Black, Blue, Black, Green
# 5758, Balls: Green, Red, Green, Blue
# 5759, Balls: White, Black, Black, Black
# 5760, Balls: Blue, Blue, Blue, Blue
# 5761, Balls: Red, Black, Blue, Black
# 5762, Balls: Red, Red, Blue, Black
# 5763, Balls: White, Blue, Green, White
# 5764, Balls: Green, Black, Blue, Green
# 5765, Balls: Black, Black, Blue, Green
# 5766, Balls: White, White, Black, White
# 5767, Balls: Red, White, Blue, Red
# 5768, Balls: Black, Blue, Black, Blue
# 5769, Balls: Blue, Black, Black, White
# 5770, Balls: White, Red, Black, Blue
# 5771, Balls: Blue, Blue, Blue, Green
# 5772, Balls: Blue, Green, White, Black
# 5773, Balls: White, Black, Green, Blue
# 5774, Balls: Blue, Blue, Green, Black
# 5775, Balls: Blue, Blue, White, Green
# 5776, Balls: Green, Green, Blue, Blue
# 5777, Balls: Black, Blue, Green, White
# 5778, Balls: Blue, Green, White, Red
# 5779, Balls: Blue, Green, Red, Red
# 5780, Balls: Green, Black, Black, Black
# 5781, Balls: Blue, Green, Blue, Blue
# 5782, Balls: Black, Green, Black, Black
# 5783, Balls: Red, Black, White, Red
# 5784, Balls: Blue, Green, Blue, White
# 5785, Balls: Red, Blue, Red, Red
# 5786, Balls: Black, White, Black, Red
# 5787, Balls: White, Black, Blue, Red
# 5788, Balls: Black, Blue, Green, Green
# 5789, Balls: Blue, Black, Blue, Blue
# 5790, Balls: Green, Green, Black, White
# 5791, Balls: Green, White, Blue, White
# 5792, Balls: White, Red, Black, Red
# 5793, Balls: Black, Black, Red, Black
# 5794, Balls: Green, Green, Black, Green
# 5795, Balls: Blue, White, Black, Red
# 5796, Balls: White, White, Black, Black
# 5797, Balls: Black, Red, Black, Black
# 5798, Balls: Green, Black, White, Black
# 5799, Balls: Black, Blue, Green, Black
# 5800, Balls: Green, Green, Black, Blue
# 5801, Balls: Black, Black, Black, White
# 5802, Balls: White, White, Green, White
# 5803, Balls: Red, Red, Blue, Green
# 5804, Balls: Green, Black, Red, Black
# 5805, Balls: Green, Black, Green, Black
# 5806, Balls: Blue, Green, Blue, Red
# 5807, Balls: Black, White, Black, White
# 5808, Balls: Black, Blue, Green, Black
# 5809, Balls: Black, Green, Blue, Blue
# 5810, Balls: Red, Green, Green, Green
# 5811, Balls: Blue, White, White, White
# 5812, Balls: Blue, Green, Black, Blue
# 5813, Balls: Green, Green, Black, Black
# 5814, Balls: White, Red, Black, Green
# 5815, Balls: Red, Black, Green, Black
# 5816, Balls: Green, Green, White, Green
# 5817, Balls: Green, Black, White, Green
# 5818, Balls: Blue, Blue, Black, Blue
# 5819, Balls: Black, White, Blue, Green
# 5820, Balls: Green, White, White, White
# 5821, Balls: Black, Green, Black, Red
# 5822, Balls: Green, Black, Black, Red
# 5823, Balls: Green, Blue, Blue, White
# 5824, Balls: Black, Green, Black, Blue
# 5825, Balls: Red, Blue, Black, Black
# 5826, Balls: Green, Blue, Red, Black
# 5827, Balls: Blue, Black, Blue, Green
# 5828, Balls: Black, Black, Red, Red
# 5829, Balls: Blue, White, Green, Red
# 5830, Balls: White, Green, Blue, Black
# 5831, Balls: White, White, Black, Green
# 5832, Balls: White, Green, Blue, Red
# 5833, Balls: Black, Red, Blue, Red
# 5834, Balls: Green, Black, Green, Green
# 5835, Balls: White, Green, White, Green
# 5836, Balls: Green, Green, Blue, Black
# 5837, Balls: Black, Green, Black, Blue
# 5838, Balls: White, Blue, Blue, Black
# 5839, Balls: Blue, Black, Red, Black
# 5840, Balls: Red, Blue, Green, Red
# 5841, Balls: Red, Blue, Blue, Red
# 5842, Balls: White, Blue, Black, Blue
# 5843, Balls: Green, Black, White, Green
# 5844, Balls: White, White, Red, White
# 5845, Balls: White, Red, Black, Red
# 5846, Balls: Red, Black, Green, Black
# 5847, Balls: White, Green, White, Red
# 5848, Balls: Blue, Blue, Black, Green
# 5849, Balls: Green, Black, Red, Blue
# 5850, Balls: Blue, Black, White, Black
# 5851, Balls: White, Blue, Black, Red
# 5852, Balls: White, White, Green, Black
# 5853, Balls: Blue, Black, White, Red
# 5854, Balls: Black, Black, White, Black
# 5855, Balls: Black, White, Blue, Blue
# 5856, Balls: Blue, Black, Green, Green
# 5857, Balls: Blue, Green, Blue, Red
# 5858, Balls: Blue, White, Blue, Blue
# 5859, Balls: Black, Blue, Red, White
# 5860, Balls: Blue, Green, Blue, Blue
# 5861, Balls: Blue, Blue, Black, White
# 5862, Balls: White, Green, Blue, Black
# 5863, Balls: Red, Green, Black, Red
# 5864, Balls: Green, Black, White, Black
# 5865, Balls: Green, White, Green, Blue
# 5866, Balls: Green, Blue, Black, Green
# 5867, Balls: White, White, Black, Black
# 5868, Balls: White, White, Blue, Blue
# 5869, Balls: Red, Blue, Blue, Blue
# 5870, Balls: White, Red, Green, Black
# 5871, Balls: White, White, Black, White
# 5872, Balls: Green, Blue, Blue, Blue
# 5873, Balls: Black, Blue, Black, Black
# 5874, Balls: Black, White, Blue, White
# 5875, Balls: Red, Black, White, Black
# 5876, Balls: Red, Blue, Green, Green
# 5877, Balls: Black, Green, Blue, White
# 5878, Balls: Green, Blue, Green, White
# 5879, Balls: Black, Black, Red, White
# 5880, Balls: Blue, White, Black, Black
# 5881, Balls: Red, Green, Red, Black
# 5882, Balls: White, Blue, Black, Red
# 5883, Balls: Black, Black, Black, Green
# 5884, Balls: White, Blue, Blue, Blue
# 5885, Balls: Blue, Blue, White, Black
# 5886, Balls: White, White, Black, Black
# 5887, Balls: Red, Green, Red, Red
# 5888, Balls: Blue, Green, Blue, White
# 5889, Balls: White, Green, Green, Blue
# 5890, Balls: Blue, Green, Black, Black
# 5891, Balls: Red, Black, Blue, Black
# 5892, Balls: White, White, Black, Blue
# 5893, Balls: Black, Red, Black, Black
# 5894, Balls: Black, Red, White, Green
# 5895, Balls: White, White, Black, Blue
# 5896, Balls: Green, Black, Blue, Blue
# 5897, Balls: Red, Green, White, Black
# 5898, Balls: Green, Black, Blue, Green
# 5899, Balls: Red, Black, Blue, Red
# 5900, Balls: Red, Green, Black, Red
# 5901, Balls: Blue, Blue, Green, Blue
# 5902, Balls: Green, Blue, Green, Green
# 5903, Balls: Blue, Blue, Green, White
# 5904, Balls: Blue, White, Green, Red
# 5905, Balls: Red, Black, Blue, Red
# 5906, Balls: Red, White, Red, White
# 5907, Balls: Blue, Black, Blue, Black
# 5908, Balls: Blue, Black, Black, Blue
# 5909, Balls: Blue, Black, Red, Green
# 5910, Balls: White, Green, Blue, White
# 5911, Balls: Blue, Black, Blue, Black
# 5912, Balls: Black, Green, Red, Blue
# 5913, Balls: Blue, Black, Black, Blue
# 5914, Balls: Blue, Blue, Green, Black
# 5915, Balls: Green, Green, Green, Black
# 5916, Balls: White, White, Green, Black
# 5917, Balls: Red, Red, Green, Blue
# 5918, Balls: White, Black, White, Black
# 5919, Balls: Green, White, Green, Black
# 5920, Balls: Black, Black, Black, Blue
# 5921, Balls: White, Black, Black, Green
# 5922, Balls: White, Green, Blue, White
# 5923, Balls: Green, Black, Green, Green
# 5924, Balls: Green, White, Red, Black
# 5925, Balls: Green, Blue, White, Blue
# 5926, Balls: Blue, Black, Green, Blue
# 5927, Balls: Black, Black, Red, Red
# 5928, Balls: Green, White, White, White
# 5929, Balls: Black, Blue, Red, Black
# 5930, Balls: Red, Black, Black, Red
# 5931, Balls: White, White, Blue, Blue
# 5932, Balls: Red, Green, Blue, Blue
# 5933, Balls: Black, Black, White, Blue
# 5934, Balls: Blue, White, Black, White
# 5935, Balls: Blue, Black, Red, Black
# 5936, Balls: Red, Black, White, Green
# 5937, Balls: White, White, Green, Blue
# 5938, Balls: Blue, White, Black, Black
# 5939, Balls: Black, Black, Blue, Blue
# 5940, Balls: Blue, Black, White, White
# 5941, Balls: Blue, Red, Black, Black
# 5942, Balls: Black, Black, Green, Black
# 5943, Balls: Green, White, Green, White
# 5944, Balls: Red, Blue, Green, Green
# 5945, Balls: Black, Black, White, Blue
# 5946, Balls: White, White, White, Green
# 5947, Balls: Red, Blue, Black, Blue
# 5948, Balls: Red, Green, Blue, Blue
# 5949, Balls: Blue, Black, White, White
# 5950, Balls: Green, Blue, White, Blue
# 5951, Balls: White, Blue, Green, White
# 5952, Balls: White, Black, Blue, Black
# 5953, Balls: Blue, Red, Red, Red
# 5954, Balls: Blue, Green, White, Red
# 5955, Balls: White, Blue, Red, White
# 5956, Balls: Green, Blue, Green, Red
# 5957, Balls: Blue, Blue, Green, Green
# 5958, Balls: White, White, White, Green
# 5959, Balls: Red, Green, Black, Blue
# 5960, Balls: Red, Black, Red, Black
# 5961, Balls: White, Blue, White, Blue
# 5962, Balls: Green, Red, White, Black
# 5963, Balls: Black, Red, Blue, Red
# 5964, Balls: Black, Blue, Blue, Blue
# 5965, Balls: Black, Blue, Red, Blue
# 5966, Balls: Blue, Green, White, Black
# 5967, Balls: Black, Black, White, Black
# 5968, Balls: Green, Blue, Blue, Black
# 5969, Balls: Black, White, Black, White
# 5970, Balls: Blue, Green, Black, White
# 5971, Balls: Blue, Blue, Blue, Green
# 5972, Balls: Black, Red, Black, Black
# 5973, Balls: White, Black, Green, Green
# 5974, Balls: Black, White, Black, Black
# 5975, Balls: Blue, Black, White, Black
# 5976, Balls: Black, White, Black, Black
# 5977, Balls: Blue, Green, Black, Blue
# 5978, Balls: Blue, Red, Black, Black
# 5979, Balls: White, Green, Blue, Green
# 5980, Balls: White, Black, Blue, Blue
# 5981, Balls: Blue, Black, Green, Black
# 5982, Balls: White, White, Blue, White
# 5983, Balls: Red, Blue, Green, White
# 5984, Balls: Black, Blue, Black, White
# 5985, Balls: Green, Blue, White, Green
# 5986, Balls: Blue, Green, Black, Green
# 5987, Balls: Green, Black, Blue, Blue
# 5988, Balls: Blue, Black, Black, White
# 5989, Balls: Blue, Black, Red, Blue
# 5990, Balls: White, Green, Green, Green
# 5991, Balls: Blue, Blue, Blue, Green
# 5992, Balls: Green, Black, Green, Blue
# 5993, Balls: White, Black, Black, Black
# 5994, Balls: Blue, Red, Black, White
# 5995, Balls: Red, Green, Blue, Red
# 5996, Balls: Red, Black, Black, Red
# 5997, Balls: Green, Green, Green, Blue
# 5998, Balls: Black, Blue, Red, Black
# 5999, Balls: Green, Black, Blue, Green
# 6000, Balls: White, Blue, Green, Red
# 6001, Balls: Blue, Blue, Green, Green
# 6002, Balls: Black, Black, Blue, Blue
# 6003, Balls: White, White, Green, Blue
# 6004, Balls: Green, Blue, Black, Green
# 6005, Balls: Green, Blue, White, Black
# 6006, Balls: Blue, White, White, White
# 6007, Balls: Red, Black, Black, Blue
# 6008, Balls: Red, Green, Green, Black
# 6009, Balls: Blue, White, Black, Blue
# 6010, Balls: Blue, Red, Red, Blue
# 6011, Balls: Red, Green, Green, Black
# 6012, Balls: White, Black, Green, Black
# 6013, Balls: Red, White, Black, Black
# 6014, Balls: White, Black, Blue, Green
# 6015, Balls: Green, Green, White, Green
# 6016, Balls: Black, Green, Black, Green
# 6017, Balls: White, Blue, Blue, Black
# 6018, Balls: Blue, Green, Green, Blue
# 6019, Balls: Blue, Red, Blue, Black
# 6020, Balls: Green, Red, Red, Green
# 6021, Balls: Blue, Blue, White, White
# 6022, Balls: Blue, Green, Blue, Green
# 6023, Balls: Blue, Black, Green, Green
# 6024, Balls: White, Blue, Red, Blue
# 6025, Balls: Red, Black, Red, Green
# 6026, Balls: Red, Black, Red, Black
# 6027, Balls: White, Blue, White, Red
# 6028, Balls: Black, Black, Black, Black
# 6029, Balls: White, Black, Green, White
# 6030, Balls: Blue, Black, Green, Blue
# 6031, Balls: Blue, Red, Black, Black
# 6032, Balls: White, Green, Green, White
# 6033, Balls: Green, White, White, Green
# 6034, Balls: Blue, Green, Black, Green
# 6035, Balls: Green, Black, Black, Blue
# 6036, Balls: White, White, Blue, White
# 6037, Balls: Blue, Red, Blue, Red
# 6038, Balls: White, White, Green, Red
# 6039, Balls: Blue, Blue, Blue, White
# 6040, Balls: Blue, Blue, Blue, Blue
# 6041, Balls: Black, Black, Red, White
# 6042, Balls: Blue, Black, White, Blue
# 6043, Balls: Green, Green, Green, Blue
# 6044, Balls: Red, Red, Black, Blue
# 6045, Balls: Green, Blue, Blue, Blue
# 6046, Balls: Blue, Green, Blue, Blue
